Time,plume,cbpoint,chplume,chole,qsun
2018-10-29 21:11:09.350,762138.0,999294.0,366612.0,451838.0,938438.0
2018-10-29 21:12:09.350,765434.0,996691.0,367539.0,457386.0,938502.0
2018-10-29 21:13:09.350,768225.0,991665.0,367974.0,461496.0,941570.0
2018-10-29 21:14:09.350,771747.0,991154.0,367394.0,462079.0,944138.0
2018-10-29 21:15:09.350,767594.0,988443.0,366905.0,460317.0,940032.0
2018-10-29 21:16:09.350,762581.0,995429.0,365329.0,456443.0,940072.0
2018-10-29 21:17:09.350,759546.0,995635.0,365506.0,454611.0,944682.0
2018-10-29 21:18:09.350,755590.0,992077.0,366831.0,452159.0,946056.0
2018-10-29 21:19:09.350,755429.0,990867.0,365924.0,449055.0,940817.0
2018-10-29 21:20:09.350,756479.0,988627.0,368126.0,450302.0,938889.0
2018-10-29 21:21:09.350,756521.0,986102.0,368799.0,449282.0,939766.0
2018-10-29 21:22:09.350,757009.0,986509.0,369890.0,450105.0,940732.0
2018-10-29 21:23:09.350,760874.0,983190.0,367141.0,448381.0,941360.0
2018-10-29 21:24:09.350,761324.0,983014.0,365381.0,448453.0,941726.0
2018-10-29 21:25:09.350,764853.0,985058.0,363652.0,447612.0,941501.0
2018-10-29 21:26:09.350,765654.0,982988.0,362846.0,448662.0,943580.0
2018-10-29 21:27:09.350,759565.0,983198.0,363127.0,449302.0,947884.0
2018-10-29 21:28:09.350,756169.0,980036.0,363276.0,450828.0,945692.0
2018-10-29 21:29:09.350,751262.0,980382.0,363032.0,452004.0,945740.0
2018-10-29 21:30:09.350,748546.0,981726.0,362974.0,452966.0,944177.0
2018-10-29 21:31:09.350,744820.0,979857.0,365533.0,451866.0,945541.0
2018-10-29 21:32:09.350,740213.0,977925.0,367029.0,449120.0,947013.0
2018-10-29 21:33:09.350,742040.0,981361.0,367013.0,448394.0,945939.0
2018-10-29 21:34:09.350,743034.0,975811.0,366559.0,448020.0,942266.0
2018-10-29 21:35:09.350,742274.0,973915.0,364647.0,446805.0,943128.0
2018-10-29 21:36:09.350,743220.0,975757.0,365453.0,444536.0,944391.0
2018-10-29 21:37:09.350,744761.0,975308.0,366953.0,445649.0,945694.0
2018-10-29 21:38:09.350,744178.0,975099.0,366852.0,446372.0,948427.0
